CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
CEMENT,42.000000,57.000000,9.000000,0.000000,0.000000,1.388891,0.975628,0.999999,0.365148,65.703705,59.444443,79.444440,58.222220,-18.777779,41.222220,-22.444445,79.444440,0.266776,-2.030703
CEMENT,217.000000,148.000000,9.000000,0.000000,0.000000,2.055556,2.551854,1.055555,0.507408,29.074074,21.444445,41.555557,24.222221,-22.888890,37.444443,-14.555555,41.555557,0.483771,-2.237972
CEMENT,14.000000,146.000000,9.000000,0.111111,0.000000,0.888889,0.474074,1.111111,0.740741,10.592592,8.000000,15.666667,8.111112,-7.777778,15.222222,-7.444445,15.666667,0.487864,-2.108911
CEMENT,22.000000,87.000000,9.000000,0.000000,0.000000,1.888890,1.259042,1.166667,0.623611,64.037040,55.777780,80.333336,56.000000,-24.777779,48.888890,-24.111110,80.333336,0.309700,-2.105073
CEMENT,130.000000,32.000000,9.000000,0.000000,0.000000,1.111111,1.047041,0.833334,0.836659,59.481480,54.222220,70.888890,53.333332,-15.777778,34.222220,-18.444445,70.888890,0.249001,-2.042422
CEMENT,162.000000,159.000000,9.000000,0.000000,0.000000,2.166667,0.960324,2.222222,1.455513,26.111110,25.222221,29.555555,23.555555,-2.666667,10.333333,-7.666667,29.555555,0.202846,-1.802554
CEMENT,150.000000,158.000000,9.000000,0.000000,0.000000,2.166667,1.633334,1.388889,0.418518,8.444445,7.000000,12.222222,6.111111,-4.333334,11.333333,-7.000000,12.222222,0.503086,-1.943449
CEMENT,163.000000,68.000000,9.000000,0.000000,0.000000,1.833334,2.211110,1.555556,0.962963,56.777780,52.000000,68.222220,50.111110,-14.333333,34.333332,-20.000000,68.222220,0.265053,-1.984308
CEMENT,187.000000,80.000000,9.000000,0.000000,0.000000,1.333333,0.711111,1.333333,0.711109,40.518520,37.777780,47.666668,36.111110,-8.222222,21.444445,-13.222222,47.666668,0.244730,-1.942698
CEMENT,140.000000,73.000000,9.000000,0.000000,0.000000,1.722221,0.827760,0.777777,1.003696,46.296295,45.666668,51.111110,42.111110,-1.888889,14.444445,-12.555555,51.111110,0.176156,-1.681589
CEMENT,236.000000,117.000000,9.000000,0.000000,0.000000,0.777779,0.403687,1.277778,0.742868,45.888890,39.555557,58.444443,39.666668,-19.000000,37.666668,-18.666666,58.444443,0.330477,-2.099480
CEMENT,112.000000,90.000000,9.000000,0.000000,0.000000,7.388890,6.945556,1.277777,0.879814,65.185190,57.666668,79.777780,58.111110,-22.555555,43.777780,-21.222221,79.777780,0.278345,-2.108813
CEMENT,197.000000,121.000000,9.000000,0.000000,0.000000,21.666666,17.362800,0.944444,0.904721,41.037037,37.444443,49.444443,36.222220,-10.777778,25.222221,-14.444445,49.444443,0.280578,-1.995536
CEMENT,141.000000,17.000000,9.000000,0.111111,0.222222,3.722223,4.449303,5.000000,2.319004,44.592594,40.333336,54.000000,39.444443,-12.777778,28.222221,-15.444445,54.000000,0.268186,-2.030048
CEMENT,79.000000,28.000000,9.000000,0.000000,0.000000,4.277777,3.761896,0.833333,0.658281,62.407406,53.444443,79.111115,54.666668,-26.888890,50.111110,-23.222221,79.111115,0.324556,-2.144507
CEMENT,169.000000,102.000000,9.000000,0.000000,0.000000,1.000000,0.355555,0.888889,0.296296,58.222220,53.444443,69.666670,51.555557,-14.333333,34.333332,-20.000000,69.666670,0.259760,-1.985584
CEMENT,208.000000,65.000000,9.000000,0.000000,0.000000,1.388887,1.236780,26.444445,25.537477,56.703705,52.666668,64.444440,53.000000,-12.111111,23.222221,-11.111111,64.444440,0.197130,-1.970812
WINDOW,189.000000,144.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WINDOW,189.000000,141.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WINDOW,210.000000,153.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WINDOW,57.000000,89.000000,9.000000,0.000000,0.000000,1.722222,1.306678,6.166667,4.703426,17.000000,13.000000,24.555555,13.444445,-12.000000,22.666666,-10.666667,24.555555,0.477489,-2.129746
WINDOW,243.000000,94.000000,9.000000,0.000000,0.000000,0.666667,0.311111,0.222222,0.029630,1.185185,0.222222,3.222222,0.111111,-2.888889,6.111111,-3.222222,3.222222,0.977778,-2.071242
WINDOW,229.000000,104.000000,9.000000,0.000000,0.000000,0.500000,0.547722,2.833333,2.041242,19.777779,16.333334,26.111110,16.888890,-10.333333,19.000000,-8.666667,26.111110,0.375532,-2.150638
WINDOW,226.000000,131.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WINDOW,196.000000,95.000000,9.000000,0.000000,0.000000,1.722222,1.123817,1.333334,1.264911,7.629630,6.777778,10.777778,5.333334,-2.555556,9.444445,-6.888889,10.777778,0.512566,-1.749258
WINDOW,43.000000,152.000000,9.000000,0.000000,0.000000,1.944445,1.707408,1.222222,0.829630,1.518519,1.000000,2.888889,0.666667,-1.555556,4.111111,-2.555556,2.888889,0.648677,-1.933239
WINDOW,54.000000,133.000000,9.000000,0.000000,0.000000,1.555556,1.007407,0.500000,0.344444,5.370370,3.666667,9.000000,3.444444,-5.111111,10.888889,-5.777778,9.000000,0.630471,-2.048000
WINDOW,157.000000,85.000000,9.000000,0.000000,0.000000,1.222222,1.241266,0.222222,0.172133,18.925926,14.555555,26.888890,15.333333,-13.111111,23.888890,-10.777778,26.888890,0.459024,-2.160913
WINDOW,96.000000,94.000000,9.000000,0.000000,0.000000,0.722223,0.285185,0.444445,0.429630,20.222221,16.000000,28.777779,15.888889,-12.666667,25.666666,-13.000000,28.777779,0.451546,-2.084893
WINDOW,152.000000,155.000000,9.000000,0.000000,0.000000,0.500000,0.611111,10.777778,131.807390,7.296296,5.333334,11.000000,5.555555,-5.888889,11.111111,-5.222222,11.000000,0.500000,-2.115567
WINDOW,208.000000,34.000000,9.000000,0.000000,0.000000,1.722222,1.730981,0.444445,0.501848,14.444445,10.777778,21.000000,11.555555,-11.000000,19.666666,-8.666667,21.000000,0.479958,-2.162383
WINDOW,222.000000,62.000000,9.000000,0.000000,0.000000,0.277778,0.250924,0.666667,0.557773,6.407407,4.111111,11.444445,3.666667,-6.888889,15.111111,-8.222222,11.444445,0.680808,-2.034152
WINDOW,123.000000,152.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WINDOW,20.000000,134.000000,9.000000,0.000000,0.000000,0.666667,0.088889,0.611111,0.240741,2.962963,1.111111,6.444445,1.333333,-5.555555,10.444445,-4.888889,6.444445,0.829233,-2.133095
WINDOW,223.000000,62.000000,9.000000,0.000000,0.000000,0.333333,0.298142,0.444444,0.501848,6.444445,4.111111,11.444445,3.777778,-7.000000,15.000000,-8.000000,11.444445,0.670370,-2.048717
WINDOW,184.000000,145.000000,9.000000,0.000000,0.000000,0.722222,0.611616,0.222222,0.272166,0.555556,0.333333,1.222222,0.111111,-0.666667,2.000000,-1.333333,1.222222,0.527778,-1.920944
WINDOW,225.000000,58.000000,9.000000,0.000000,0.000000,0.333334,0.421637,0.444445,0.344265,8.333333,5.555555,14.111111,5.333334,-8.333333,17.333334,-9.000000,14.111111,0.622222,-2.068564
WINDOW,58.000000,113.000000,9.000000,0.000000,0.000000,3.444445,1.223232,0.722222,0.389682,20.851852,16.888890,28.444445,17.222223,-11.888889,22.777779,-10.888889,28.444445,0.414807,-2.125693
WINDOW,160.000000,41.000000,9.000000,0.000000,0.000000,0.833333,0.809664,0.222222,0.172133,0.703704,0.555556,1.222222,0.333333,-0.444444,1.555556,-1.111111,1.222222,0.537037,-1.845121
WINDOW,160.000000,110.000000,9.000000,0.000000,0.000000,0.833333,0.691215,0.444444,0.272165,31.629630,27.222221,39.333336,28.333334,-13.222222,23.111110,-9.888889,39.333336,0.307444,-2.187242
WINDOW,186.000000,12.000000,9.000000,0.000000,0.000000,0.444444,0.272165,2.333333,1.966384,6.259259,3.888889,11.333333,3.555556,-7.111111,15.222222,-8.111111,11.333333,0.687302,-2.057978
WINDOW,142.000000,111.000000,9.000000,0.000000,0.000000,1.111111,0.455420,0.555555,0.344265,28.740740,24.555555,35.888890,25.777779,-12.555555,21.444445,-8.888889,35.888890,0.315484,-2.202667
WINDOW,252.000000,137.000000,9.000000,0.000000,0.000000,0.888889,0.544331,0.611111,0.712325,0.740741,0.333333,1.777778,0.111111,-1.222222,3.111111,-1.888889,1.777778,0.750000,-2.007606
WINDOW,206.000000,61.000000,9.000000,0.000000,0.000000,0.555556,0.403687,0.500000,0.459468,7.074074,4.666667,12.222222,4.333334,-7.222222,15.444445,-8.222222,12.222222,0.645891,-2.048717
WINDOW,239.000000,93.000000,9.000000,0.000000,0.000000,3.444444,13.496301,1.055556,0.862962,14.407408,9.888889,22.888890,10.444445,-13.555555,25.444445,-11.888889,22.888890,0.577002,-2.137493
WINDOW,207.000000,115.000000,9.000000,0.000000,0.000000,1.055556,0.329630,0.166667,0.033333,1.222222,0.444444,2.888889,0.333333,-2.333333,5.000000,-2.666667,2.888889,0.933333,-2.065536
WINDOW,90.000000,134.000000,9.000000,0.000000,0.000000,0.388889,0.018519,0.944444,0.151852,2.111111,1.000000,4.666667,0.666667,-3.333333,7.666667,-4.333334,4.666667,0.881481,-2.013144
PATH,86.000000,197.000000,9.000000,0.111111,0.111111,1.611112,1.451691,1.277779,1.103865,63.222220,56.222220,77.777780,55.666668,-21.000000,43.666668,-22.666666,77.777780,0.285333,-2.068020
PATH,4.000000,189.000000,9.000000,0.000000,0.000000,2.055557,3.885185,11.722221,114.596340,26.444445,23.444445,33.000000,22.888890,-9.000000,19.666666,-10.666667,33.000000,0.271473,-2.101002
PATH,134.000000,187.000000,9.000000,0.000000,0.000000,1.888889,1.515354,2.111111,1.784708,59.370370,52.666668,74.111115,51.333332,-20.111110,44.222220,-24.111110,74.111115,0.307458,-2.033480
PATH,252.000000,201.000000,9.000000,0.000000,0.000000,4.611111,5.495115,5.555555,5.795274,40.296295,35.777780,49.000000,36.111110,-13.555555,26.111110,-12.555555,49.000000,0.275368,-2.175826
PATH,219.000000,176.000000,9.000000,0.000000,0.111111,2.111112,1.857917,5.111111,2.841493,60.296295,53.333332,75.666670,51.888890,-20.888890,46.111110,-25.222221,75.666670,0.314462,-2.030648
PATH,205.000000,190.000000,9.000000,0.000000,0.000000,1.277777,0.998145,1.611111,1.123816,49.481480,44.777780,60.666668,43.000000,-14.111111,33.555557,-19.444445,60.666668,0.290788,-1.987599
PATH,202.000000,193.000000,9.000000,0.000000,0.000000,1.111112,0.750308,3.388888,2.489236,41.703705,37.888890,50.666668,36.555557,-11.444445,26.888890,-15.444445,50.666668,0.278387,-1.992998
PATH,223.000000,161.000000,9.000000,0.000000,0.000000,1.388889,3.040736,8.999999,31.022234,42.037037,36.000000,52.222220,37.888890,-18.111110,30.555555,-12.444445,52.222220,0.308416,-2.282295
PATH,87.000000,196.000000,9.000000,0.111111,0.000000,1.333332,0.869228,2.222222,1.668887,61.592594,55.000000,75.666670,54.111110,-19.777779,42.222220,-22.444445,75.666670,0.287526,-2.048736
PATH,105.000000,193.000000,9.000000,0.000000,0.000000,3.222222,1.905160,2.888889,2.177326,60.111110,53.111110,75.111115,52.111110,-21.000000,45.000000,-24.000000,75.111115,0.308465,-2.047766
PATH,77.000000,185.000000,9.000000,0.000000,0.000000,2.944445,7.662959,6.222221,32.118523,32.555557,29.222221,39.666668,28.777779,-10.000000,21.333334,-11.333333,39.666668,0.270360,-2.085272
PATH,88.000000,180.000000,9.000000,0.000000,0.000000,1.499999,0.936898,3.833332,2.888675,50.407406,45.222220,62.333332,43.666668,-15.555555,35.777780,-20.222221,62.333332,0.300918,-2.008719
PATH,214.000000,161.000000,9.000000,0.000000,0.000000,3.722222,0.729634,11.500000,18.922234,40.444443,35.333336,49.666668,36.333336,-15.333333,27.666666,-12.333333,49.666668,0.298056,-2.198939
PATH,198.000000,183.000000,9.000000,0.000000,0.000000,1.055555,1.181650,3.388888,1.597451,54.037037,48.888890,66.555560,46.666668,-15.444445,37.555557,-22.111110,66.555560,0.298622,-1.974959
PATH,189.000000,187.000000,9.000000,0.000000,0.000000,1.222223,1.003697,3.055555,2.389019,48.518520,44.111110,59.888890,41.555557,-13.222222,34.111110,-20.888890,59.888890,0.305755,-1.947472
PATH,124.000000,191.000000,9.000000,0.000000,0.000000,3.500001,2.738614,3.277778,2.800133,59.740740,52.888890,74.777780,51.555557,-20.555555,45.111110,-24.555555,74.777780,0.313611,-2.035480
PATH,182.000000,186.000000,9.000000,0.111111,0.000000,3.666666,2.043961,1.777777,1.241266,48.444443,43.777780,59.888890,41.666668,-14.000000,34.333332,-20.333334,59.888890,0.304522,-1.973056
PATH,151.000000,163.000000,9.000000,0.000000,0.000000,2.055556,2.285186,18.166666,41.988934,40.000000,34.555557,48.000000,37.444443,-16.333334,24.000000,-7.666667,48.111110,0.263847,-2.517490
PATH,112.000000,197.000000,9.000000,0.000000,0.000000,4.222223,2.993821,4.944445,3.122795,50.333332,44.666668,62.222220,44.111110,-17.000000,35.666668,-18.666666,62.222220,0.296328,-2.071221
PATH,137.000000,182.000000,9.000000,0.000000,0.000000,1.833333,3.855555,3.611111,9.218522,34.925926,31.444445,42.888890,30.444445,-10.444445,23.888890,-13.444445,42.888890,0.285756,-2.001125
PATH,4.000000,201.000000,9.000000,0.000000,0.222222,2.722222,1.678846,5.222221,3.124574,53.703705,47.111110,67.222220,46.777780,-19.777779,40.555557,-20.777779,67.222220,0.308859,-2.075227
PATH,235.000000,196.000000,9.000000,0.000000,0.000000,1.666667,1.333334,2.222222,1.148268,47.259260,41.777780,58.555557,41.444443,-16.444445,33.888890,-17.444445,58.555557,0.294238,-2.074616
PATH,167.000000,189.000000,9.000000,0.000000,0.000000,3.777777,2.237722,3.777777,1.544405,58.407406,51.333332,72.444440,51.444443,-21.222221,42.111110,-20.888890,72.444440,0.295523,-2.101326
PATH,250.000000,176.000000,9.000000,0.000000,0.111111,1.611112,1.062840,3.444444,1.695309,53.666668,47.111110,67.666670,46.222220,-19.666666,42.000000,-22.333334,67.666670,0.318137,-2.052258
PATH,244.000000,194.000000,9.000000,0.000000,0.000000,1.722222,1.143420,2.277778,2.037610,49.740740,44.444443,61.666668,43.111110,-15.888889,35.777780,-19.888890,61.666668,0.300853,-2.021838
PATH,178.000000,185.000000,9.000000,0.000000,0.000000,2.611112,1.806368,3.111111,2.277101,49.037037,44.000000,60.666668,42.444443,-15.111111,34.888890,-19.777779,60.666668,0.300036,-2.006186
PATH,229.000000,195.000000,9.000000,0.000000,0.000000,4.166666,2.277915,4.111111,2.247634,47.703705,42.444443,58.888890,41.777780,-15.777778,33.555557,-17.777779,58.888890,0.290278,-2.052705
PATH,5.000000,210.000000,9.000000,0.000000,0.111111,2.166667,1.669998,4.444444,2.613356,51.296295,45.444443,64.333336,44.111110,-17.555555,39.111110,-21.555555,64.333336,0.317566,-2.020896
PATH,118.000000,180.000000,9.000000,0.000000,0.000000,1.944445,1.481991,3.111111,1.088663,48.555557,44.111110,59.000000,42.555557,-13.333333,31.333334,-18.000000,59.000000,0.278822,-1.996042
PATH,86.000000,193.000000,9.000000,0.000000,0.000000,3.277779,1.652159,2.222222,1.809440,61.407406,53.666668,76.555560,54.000000,-23.222221,45.444443,-22.222221,76.555560,0.299579,-2.109375
GRASS,204.000000,156.000000,9.000000,0.000000,0.000000,0.500000,0.278886,2.000000,0.557773,23.703703,17.333334,25.444445,28.333334,-19.111110,5.222222,13.888889,28.333334,0.389034,2.864931
GRASS,71.000000,180.000000,9.000000,0.111111,0.000000,1.222222,0.562963,3.000000,1.866665,22.333334,18.333334,21.444445,27.222221,-12.000000,-2.666667,14.666667,27.222221,0.327383,2.453831
GRASS,60.000000,181.000000,9.000000,0.111111,0.000000,1.666667,1.200001,2.666667,2.088888,19.629630,17.111110,17.888890,23.888890,-7.555555,-5.222222,12.777778,23.888890,0.285691,2.189135
GRASS,103.000000,216.000000,9.000000,0.000000,0.000000,0.888889,0.651852,2.166666,1.144444,14.555555,10.888889,13.666667,19.111110,-11.000000,-2.666667,13.666667,19.111110,0.431696,2.447547
GRASS,89.000000,221.000000,9.000000,0.000000,0.000000,1.388889,1.485185,1.444445,1.585186,14.074074,10.666667,12.444445,19.111110,-10.222222,-4.888889,15.111111,19.111110,0.446012,2.317212
GRASS,8.000000,199.000000,9.000000,0.000000,0.000000,1.666667,0.788811,1.388889,0.712325,15.000000,13.333333,11.777778,19.888890,-5.000000,-9.666667,14.666667,19.888890,0.408885,1.905303
GRASS,200.000000,250.000000,9.000000,0.000000,0.000000,2.277778,1.420746,1.444445,1.025599,9.222222,6.555555,7.333334,13.777778,-8.000000,-5.666667,13.666667,13.777778,0.563390,2.192936
GRASS,163.000000,166.000000,9.000000,0.000000,0.000000,1.777778,1.096297,2.444445,1.051852,16.962963,12.333333,16.333334,22.222221,-13.888889,-1.888889,15.777778,22.222221,0.446214,2.515826
GRASS,186.000000,173.000000,9.000000,0.000000,0.000000,1.444445,0.829631,2.111111,1.985185,17.148148,13.555555,15.555555,22.333334,-10.777778,-4.777778,15.555555,22.333334,0.396433,2.332739
GRASS,2.000000,245.000000,9.000000,0.000000,0.000000,1.888889,2.162963,3.166667,3.277778,6.407407,6.222222,6.000000,7.000000,-0.555556,-1.222222,1.777778,7.222222,0.191049,1.756645
GRASS,62.000000,223.000000,9.000000,0.000000,0.000000,2.500000,5.722223,1.666667,2.444444,6.666667,4.888889,4.666667,10.444445,-5.333334,-6.000000,11.333333,10.444445,0.593150,2.046588
GRASS,242.000000,183.000000,9.000000,0.000000,0.000000,1.500000,0.936898,2.166667,1.798147,15.370370,12.666667,12.444445,21.000000,-8.111111,-8.777778,16.888890,21.000000,0.420244,2.075874
GRASS,200.000000,215.000000,9.000000,0.000000,0.000000,1.555556,0.958394,4.722222,2.645052,23.037037,17.111110,22.555555,29.444445,-17.777779,-1.444444,19.222221,29.444445,0.420767,2.561049
GRASS,57.000000,177.000000,9.000000,0.000000,0.000000,0.944445,0.551852,1.444444,1.718520,19.592592,15.777778,18.444445,24.555555,-11.444445,-3.444444,14.888889,24.555555,0.358990,2.413262
GRASS,63.000000,220.000000,9.000000,0.000000,0.000000,3.055556,15.262960,3.666667,6.088890,8.185185,6.555555,6.444445,11.555555,-4.888889,-5.222222,10.111111,11.555555,0.486717,2.093150
GRASS,117.000000,224.000000,9.000000,0.000000,0.000000,3.055556,2.559659,3.055556,3.021527,20.259260,15.444445,17.777779,27.555555,-14.444445,-7.444445,21.888890,27.555555,0.441516,2.304153
GRASS,233.000000,211.000000,9.000000,0.111111,0.000000,2.666667,6.088890,1.666667,1.733333,15.444445,12.444445,15.222222,18.666668,-9.000000,-0.666667,9.666667,18.666668,0.335421,2.554965
GRASS,232.000000,175.000000,9.000000,0.000000,0.000000,1.166667,0.623610,2.833333,2.167949,15.370370,12.444445,13.555555,20.111110,-8.777778,-5.444445,14.222222,20.111110,0.387412,2.242196
GRASS,29.000000,195.000000,9.000000,0.000000,0.000000,0.444444,0.403687,0.611111,0.680414,16.037037,14.444445,13.333333,20.333334,-4.777778,-8.111111,12.888889,20.333334,0.342307,1.943040
GRASS,63.000000,201.000000,9.000000,0.000000,0.000000,1.444445,0.918519,0.944444,0.551852,7.777778,6.222222,5.555555,11.555555,-4.666667,-6.666667,11.333333,11.555555,0.543201,1.982987
GRASS,93.000000,236.000000,9.000000,0.111111,0.000000,1.777778,2.696297,2.000000,0.933333,12.518518,9.555555,10.777778,17.222223,-8.888889,-5.222222,14.111111,17.222223,0.447247,2.267197
GRASS,72.000000,191.000000,9.000000,0.111111,0.000000,1.277778,0.507408,3.111111,4.607407,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.888889,10.111111,18.555555,0.350370,2.545329
GRASS,52.000000,170.000000,9.000000,0.000000,0.000000,0.555556,0.455420,0.944444,0.389683,25.444445,20.111110,25.333334,30.888890,-16.000000,-0.333333,16.333334,30.888890,0.349112,2.604013
GRASS,233.000000,184.000000,9.000000,0.000000,0.000000,0.500000,0.077778,0.777778,0.785185,11.851851,9.777778,9.888889,15.888889,-6.222222,-5.888889,12.111111,15.888889,0.405556,2.128646
GRASS,237.000000,191.000000,9.000000,0.000000,0.000000,1.000000,0.311111,1.500000,1.011111,7.333334,5.333334,5.444445,11.222222,-6.000000,-5.666667,11.666667,11.222222,0.535820,2.122423
GRASS,36.000000,243.000000,9.000000,0.111111,0.000000,1.888889,1.851851,2.000000,0.711110,13.333333,9.888889,12.111111,18.000000,-10.333333,-3.666667,14.000000,18.000000,0.452229,2.368311
GRASS,186.000000,218.000000,9.000000,0.000000,0.000000,1.166667,0.744444,1.166667,0.655555,13.703704,10.666667,12.666667,17.777779,-9.111111,-3.111111,12.222222,17.777779,0.401347,2.382684
GRASS,197.000000,236.000000,9.000000,0.000000,0.000000,2.444444,6.829628,3.333333,7.599998,16.074074,13.111111,16.666668,18.444445,-8.888889,1.777778,7.111111,18.555555,0.292729,2.789800
GRASS,208.000000,240.000000,9.000000,0.111111,0.000000,1.055556,0.862963,2.444444,5.007407,14.148149,10.888889,13.000000,18.555555,-9.777778,-3.444444,13.222222,18.555555,0.421621,2.392487
GRASS,223.000000,185.000000,9.000000,0.000000,0.000000,0.500000,0.349603,2.388889,2.080776,12.962963,11.555555,9.777778,17.555555,-4.222222,-9.555555,13.777778,17.555555,0.445418,1.838850
